	image_paths	species
7522	dataset/cropped/Cryptomeria japonica/7521.jpg	Cryptomeria japonica
7523	dataset/cropped/Cryptomeria japonica/7522.jpg	Cryptomeria japonica
7524	dataset/cropped/Cryptomeria japonica/7523.jpg	Cryptomeria japonica
7525	dataset/cropped/Cryptomeria japonica/7524.jpg	Cryptomeria japonica
7526	dataset/cropped/Cryptomeria japonica/7525.jpg	Cryptomeria japonica
7527	dataset/cropped/Cryptomeria japonica/7526.jpg	Cryptomeria japonica
7528	dataset/cropped/Cryptomeria japonica/7527.jpg	Cryptomeria japonica
7529	dataset/cropped/Cryptomeria japonica/7528.jpg	Cryptomeria japonica
7530	dataset/cropped/Cryptomeria japonica/7529.jpg	Cryptomeria japonica
7531	dataset/cropped/Cryptomeria japonica/7530.jpg	Cryptomeria japonica
7532	dataset/cropped/Cryptomeria japonica/7531.jpg	Cryptomeria japonica
7533	dataset/cropped/Cryptomeria japonica/7532.jpg	Cryptomeria japonica
7534	dataset/cropped/Cryptomeria japonica/7533.jpg	Cryptomeria japonica
7535	dataset/cropped/Cryptomeria japonica/7534.jpg	Cryptomeria japonica
7536	dataset/cropped/Cryptomeria japonica/7535.jpg	Cryptomeria japonica
7537	dataset/cropped/Cryptomeria japonica/7536.jpg	Cryptomeria japonica
7538	dataset/cropped/Cryptomeria japonica/7537.jpg	Cryptomeria japonica
7539	dataset/cropped/Cryptomeria japonica/7538.jpg	Cryptomeria japonica
7540	dataset/cropped/Cryptomeria japonica/7539.jpg	Cryptomeria japonica
7541	dataset/cropped/Cryptomeria japonica/7540.jpg	Cryptomeria japonica
7542	dataset/cropped/Cryptomeria japonica/7541.jpg	Cryptomeria japonica
7543	dataset/cropped/Cryptomeria japonica/7542.jpg	Cryptomeria japonica
7544	dataset/cropped/Cryptomeria japonica/7543.jpg	Cryptomeria japonica
7545	dataset/cropped/Cryptomeria japonica/7544.jpg	Cryptomeria japonica
7546	dataset/cropped/Cryptomeria japonica/7545.jpg	Cryptomeria japonica
7547	dataset/cropped/Cryptomeria japonica/7546.jpg	Cryptomeria japonica
7548	dataset/cropped/Cryptomeria japonica/7547.jpg	Cryptomeria japonica
7549	dataset/cropped/Cryptomeria japonica/7548.jpg	Cryptomeria japonica
7550	dataset/cropped/Cryptomeria japonica/7549.jpg	Cryptomeria japonica
7551	dataset/cropped/Cryptomeria japonica/7550.jpg	Cryptomeria japonica
7552	dataset/cropped/Cryptomeria japonica/7551.jpg	Cryptomeria japonica
7553	dataset/cropped/Cryptomeria japonica/7552.jpg	Cryptomeria japonica
7554	dataset/cropped/Cryptomeria japonica/7553.jpg	Cryptomeria japonica
7555	dataset/cropped/Cryptomeria japonica/7554.jpg	Cryptomeria japonica
7556	dataset/cropped/Cryptomeria japonica/7555.jpg	Cryptomeria japonica
7557	dataset/cropped/Cryptomeria japonica/7556.jpg	Cryptomeria japonica
7558	dataset/cropped/Cryptomeria japonica/7557.jpg	Cryptomeria japonica
7559	dataset/cropped/Cryptomeria japonica/7558.jpg	Cryptomeria japonica
7560	dataset/cropped/Cryptomeria japonica/7559.jpg	Cryptomeria japonica
7561	dataset/cropped/Cryptomeria japonica/7560.jpg	Cryptomeria japonica
7562	dataset/cropped/Cryptomeria japonica/7561.jpg	Cryptomeria japonica
7563	dataset/cropped/Cryptomeria japonica/7562.jpg	Cryptomeria japonica
7564	dataset/cropped/Cryptomeria japonica/7563.jpg	Cryptomeria japonica
7565	dataset/cropped/Cryptomeria japonica/7564.jpg	Cryptomeria japonica
7566	dataset/cropped/Cryptomeria japonica/7565.jpg	Cryptomeria japonica
7567	dataset/cropped/Cryptomeria japonica/7566.jpg	Cryptomeria japonica
7568	dataset/cropped/Cryptomeria japonica/7567.jpg	Cryptomeria japonica
7569	dataset/cropped/Cryptomeria japonica/7568.jpg	Cryptomeria japonica
7570	dataset/cropped/Cryptomeria japonica/7569.jpg	Cryptomeria japonica
7571	dataset/cropped/Cryptomeria japonica/7570.jpg	Cryptomeria japonica
7572	dataset/cropped/Cryptomeria japonica/7571.jpg	Cryptomeria japonica
7573	dataset/cropped/Cryptomeria japonica/7572.jpg	Cryptomeria japonica
7574	dataset/cropped/Cryptomeria japonica/7573.jpg	Cryptomeria japonica
7575	dataset/cropped/Cryptomeria japonica/7574.jpg	Cryptomeria japonica
7576	dataset/cropped/Cryptomeria japonica/7575.jpg	Cryptomeria japonica
7577	dataset/cropped/Cryptomeria japonica/7576.jpg	Cryptomeria japonica
7578	dataset/cropped/Cryptomeria japonica/7577.jpg	Cryptomeria japonica
7579	dataset/cropped/Cryptomeria japonica/7578.jpg	Cryptomeria japonica
7580	dataset/cropped/Cryptomeria japonica/7579.jpg	Cryptomeria japonica
7581	dataset/cropped/Cryptomeria japonica/7580.jpg	Cryptomeria japonica
7582	dataset/cropped/Cryptomeria japonica/7581.jpg	Cryptomeria japonica
7583	dataset/cropped/Cryptomeria japonica/7582.jpg	Cryptomeria japonica
7584	dataset/cropped/Cryptomeria japonica/7583.jpg	Cryptomeria japonica
7585	dataset/cropped/Cryptomeria japonica/7584.jpg	Cryptomeria japonica
7586	dataset/cropped/Cryptomeria japonica/7585.jpg	Cryptomeria japonica
7587	dataset/cropped/Cryptomeria japonica/7586.jpg	Cryptomeria japonica
7588	dataset/cropped/Cryptomeria japonica/7587.jpg	Cryptomeria japonica
7589	dataset/cropped/Cryptomeria japonica/7588.jpg	Cryptomeria japonica
7590	dataset/cropped/Cryptomeria japonica/7589.jpg	Cryptomeria japonica
7591	dataset/cropped/Cryptomeria japonica/7590.jpg	Cryptomeria japonica
7592	dataset/cropped/Cryptomeria japonica/7591.jpg	Cryptomeria japonica
7593	dataset/cropped/Cryptomeria japonica/7592.jpg	Cryptomeria japonica
7594	dataset/cropped/Cryptomeria japonica/7593.jpg	Cryptomeria japonica
7595	dataset/cropped/Cryptomeria japonica/7594.jpg	Cryptomeria japonica
7596	dataset/cropped/Cryptomeria japonica/7595.jpg	Cryptomeria japonica
7597	dataset/cropped/Cryptomeria japonica/7596.jpg	Cryptomeria japonica
7598	dataset/cropped/Cryptomeria japonica/7597.jpg	Cryptomeria japonica
7599	dataset/cropped/Cryptomeria japonica/7598.jpg	Cryptomeria japonica
7600	dataset/cropped/Cryptomeria japonica/7599.jpg	Cryptomeria japonica
7601	dataset/cropped/Cryptomeria japonica/7600.jpg	Cryptomeria japonica
7602	dataset/cropped/Cryptomeria japonica/7601.jpg	Cryptomeria japonica
7603	dataset/cropped/Cryptomeria japonica/7602.jpg	Cryptomeria japonica
7604	dataset/cropped/Cryptomeria japonica/7603.jpg	Cryptomeria japonica
7605	dataset/cropped/Cryptomeria japonica/7604.jpg	Cryptomeria japonica
7606	dataset/cropped/Cryptomeria japonica/7605.jpg	Cryptomeria japonica
7607	dataset/cropped/Cryptomeria japonica/7606.jpg	Cryptomeria japonica
7608	dataset/cropped/Cryptomeria japonica/7607.jpg	Cryptomeria japonica
7609	dataset/cropped/Cryptomeria japonica/7608.jpg	Cryptomeria japonica
7610	dataset/cropped/Cryptomeria japonica/7609.jpg	Cryptomeria japonica
7611	dataset/cropped/Cryptomeria japonica/7610.jpg	Cryptomeria japonica
7612	dataset/cropped/Cryptomeria japonica/7611.jpg	Cryptomeria japonica
7613	dataset/cropped/Cryptomeria japonica/7612.jpg	Cryptomeria japonica
7614	dataset/cropped/Cryptomeria japonica/7613.jpg	Cryptomeria japonica
7615	dataset/cropped/Cryptomeria japonica/7614.jpg	Cryptomeria japonica
7616	dataset/cropped/Cryptomeria japonica/7615.jpg	Cryptomeria japonica
7617	dataset/cropped/Cryptomeria japonica/7616.jpg	Cryptomeria japonica
7618	dataset/cropped/Cryptomeria japonica/7617.jpg	Cryptomeria japonica
7619	dataset/cropped/Cryptomeria japonica/7618.jpg	Cryptomeria japonica
7620	dataset/cropped/Cryptomeria japonica/7619.jpg	Cryptomeria japonica
7621	dataset/cropped/Cryptomeria japonica/7620.jpg	Cryptomeria japonica
7622	dataset/cropped/Cryptomeria japonica/7621.jpg	Cryptomeria japonica
7623	dataset/cropped/Cryptomeria japonica/7622.jpg	Cryptomeria japonica
7624	dataset/cropped/Cryptomeria japonica/7623.jpg	Cryptomeria japonica
7625	dataset/cropped/Cryptomeria japonica/7624.jpg	Cryptomeria japonica
7626	dataset/cropped/Cryptomeria japonica/7625.jpg	Cryptomeria japonica
7627	dataset/cropped/Cryptomeria japonica/7626.jpg	Cryptomeria japonica
7628	dataset/cropped/Cryptomeria japonica/7627.jpg	Cryptomeria japonica
7629	dataset/cropped/Cryptomeria japonica/7628.jpg	Cryptomeria japonica
7630	dataset/cropped/Diospyros virginiana/7629.jpg	Diospyros virginiana
7631	dataset/cropped/Diospyros virginiana/7630.jpg	Diospyros virginiana
7632	dataset/cropped/Diospyros virginiana/7631.jpg	Diospyros virginiana
7633	dataset/cropped/Diospyros virginiana/7632.jpg	Diospyros virginiana
7634	dataset/cropped/Diospyros virginiana/7633.jpg	Diospyros virginiana
7635	dataset/cropped/Diospyros virginiana/7634.jpg	Diospyros virginiana
7636	dataset/cropped/Diospyros virginiana/7635.jpg	Diospyros virginiana
7637	dataset/cropped/Diospyros virginiana/7636.jpg	Diospyros virginiana
7638	dataset/cropped/Diospyros virginiana/7637.jpg	Diospyros virginiana
7639	dataset/cropped/Diospyros virginiana/7638.jpg	Diospyros virginiana
7640	dataset/cropped/Diospyros virginiana/7639.jpg	Diospyros virginiana
7641	dataset/cropped/Diospyros virginiana/7640.jpg	Diospyros virginiana
7642	dataset/cropped/Diospyros virginiana/7641.jpg	Diospyros virginiana
7643	dataset/cropped/Diospyros virginiana/7642.jpg	Diospyros virginiana
7644	dataset/cropped/Diospyros virginiana/7643.jpg	Diospyros virginiana
7645	dataset/cropped/Diospyros virginiana/7644.jpg	Diospyros virginiana
7646	dataset/cropped/Diospyros virginiana/7645.jpg	Diospyros virginiana
7647	dataset/cropped/Diospyros virginiana/7646.jpg	Diospyros virginiana
7648	dataset/cropped/Diospyros virginiana/7647.jpg	Diospyros virginiana
7649	dataset/cropped/Diospyros virginiana/7648.jpg	Diospyros virginiana
7650	dataset/cropped/Diospyros virginiana/7649.jpg	Diospyros virginiana
7651	dataset/cropped/Diospyros virginiana/7650.jpg	Diospyros virginiana
7652	dataset/cropped/Diospyros virginiana/7651.jpg	Diospyros virginiana
7653	dataset/cropped/Diospyros virginiana/7652.jpg	Diospyros virginiana
7654	dataset/cropped/Diospyros virginiana/7653.jpg	Diospyros virginiana
7655	dataset/cropped/Diospyros virginiana/7654.jpg	Diospyros virginiana
7656	dataset/cropped/Diospyros virginiana/7655.jpg	Diospyros virginiana
7657	dataset/cropped/Diospyros virginiana/7656.jpg	Diospyros virginiana
7658	dataset/cropped/Diospyros virginiana/7657.jpg	Diospyros virginiana
7659	dataset/cropped/Diospyros virginiana/7658.jpg	Diospyros virginiana
7660	dataset/cropped/Diospyros virginiana/7659.jpg	Diospyros virginiana
7661	dataset/cropped/Diospyros virginiana/7660.jpg	Diospyros virginiana
7662	dataset/cropped/Diospyros virginiana/7661.jpg	Diospyros virginiana
7663	dataset/cropped/Diospyros virginiana/7662.jpg	Diospyros virginiana
7664	dataset/cropped/Diospyros virginiana/7663.jpg	Diospyros virginiana
7665	dataset/cropped/Diospyros virginiana/7664.jpg	Diospyros virginiana
7666	dataset/cropped/Diospyros virginiana/7665.jpg	Diospyros virginiana
7667	dataset/cropped/Diospyros virginiana/7666.jpg	Diospyros virginiana
7668	dataset/cropped/Diospyros virginiana/7667.jpg	Diospyros virginiana
7669	dataset/cropped/Diospyros virginiana/7668.jpg	Diospyros virginiana
7670	dataset/cropped/Diospyros virginiana/7669.jpg	Diospyros virginiana
7671	dataset/cropped/Diospyros virginiana/7670.jpg	Diospyros virginiana
7672	dataset/cropped/Diospyros virginiana/7671.jpg	Diospyros virginiana
7673	dataset/cropped/Diospyros virginiana/7672.jpg	Diospyros virginiana
7674	dataset/cropped/Diospyros virginiana/7673.jpg	Diospyros virginiana
7675	dataset/cropped/Diospyros virginiana/7674.jpg	Diospyros virginiana
7676	dataset/cropped/Diospyros virginiana/7675.jpg	Diospyros virginiana
7677	dataset/cropped/Diospyros virginiana/7676.jpg	Diospyros virginiana
7678	dataset/cropped/Diospyros virginiana/7677.jpg	Diospyros virginiana
7679	dataset/cropped/Diospyros virginiana/7678.jpg	Diospyros virginiana
7680	dataset/cropped/Diospyros virginiana/7679.jpg	Diospyros virginiana
7681	dataset/cropped/Diospyros virginiana/7680.jpg	Diospyros virginiana
7682	dataset/cropped/Diospyros virginiana/7681.jpg	Diospyros virginiana
7683	dataset/cropped/Diospyros virginiana/7682.jpg	Diospyros virginiana
7684	dataset/cropped/Diospyros virginiana/7683.jpg	Diospyros virginiana
7685	dataset/cropped/Diospyros virginiana/7684.jpg	Diospyros virginiana
7686	dataset/cropped/Diospyros virginiana/7685.jpg	Diospyros virginiana
7687	dataset/cropped/Diospyros virginiana/7686.jpg	Diospyros virginiana
7688	dataset/cropped/Diospyros virginiana/7687.jpg	Diospyros virginiana
7689	dataset/cropped/Diospyros virginiana/7688.jpg	Diospyros virginiana
7690	dataset/cropped/Diospyros virginiana/7689.jpg	Diospyros virginiana
7691	dataset/cropped/Diospyros virginiana/7690.jpg	Diospyros virginiana
7692	dataset/cropped/Diospyros virginiana/7691.jpg	Diospyros virginiana
7693	dataset/cropped/Diospyros virginiana/7692.jpg	Diospyros virginiana
7694	dataset/cropped/Diospyros virginiana/7693.jpg	Diospyros virginiana
7695	dataset/cropped/Diospyros virginiana/7694.jpg	Diospyros virginiana
7696	dataset/cropped/Diospyros virginiana/7695.jpg	Diospyros virginiana
7697	dataset/cropped/Diospyros virginiana/7696.jpg	Diospyros virginiana
7698	dataset/cropped/Diospyros virginiana/7697.jpg	Diospyros virginiana
7699	dataset/cropped/Diospyros virginiana/7698.jpg	Diospyros virginiana
7700	dataset/cropped/Diospyros virginiana/7699.jpg	Diospyros virginiana
7701	dataset/cropped/Diospyros virginiana/7700.jpg	Diospyros virginiana
7702	dataset/cropped/Diospyros virginiana/7701.jpg	Diospyros virginiana
7703	dataset/cropped/Diospyros virginiana/7702.jpg	Diospyros virginiana
7704	dataset/cropped/Diospyros virginiana/7703.jpg	Diospyros virginiana
7705	dataset/cropped/Diospyros virginiana/7704.jpg	Diospyros virginiana
7706	dataset/cropped/Diospyros virginiana/7705.jpg	Diospyros virginiana
7707	dataset/cropped/Diospyros virginiana/7706.jpg	Diospyros virginiana
7708	dataset/cropped/Diospyros virginiana/7707.jpg	Diospyros virginiana
7709	dataset/cropped/Diospyros virginiana/7708.jpg	Diospyros virginiana
7710	dataset/cropped/Diospyros virginiana/7709.jpg	Diospyros virginiana
7711	dataset/cropped/Diospyros virginiana/7710.jpg	Diospyros virginiana
7712	dataset/cropped/Diospyros virginiana/7711.jpg	Diospyros virginiana
7713	dataset/cropped/Diospyros virginiana/7712.jpg	Diospyros virginiana
7714	dataset/cropped/Diospyros virginiana/7713.jpg	Diospyros virginiana
7715	dataset/cropped/Diospyros virginiana/7714.jpg	Diospyros virginiana
7716	dataset/cropped/Diospyros virginiana/7715.jpg	Diospyros virginiana
7717	dataset/cropped/Diospyros virginiana/7716.jpg	Diospyros virginiana
7718	dataset/cropped/Diospyros virginiana/7717.jpg	Diospyros virginiana
7719	dataset/cropped/Diospyros virginiana/7718.jpg	Diospyros virginiana
7720	dataset/cropped/Diospyros virginiana/7719.jpg	Diospyros virginiana
7721	dataset/cropped/Diospyros virginiana/7720.jpg	Diospyros virginiana
7722	dataset/cropped/Diospyros virginiana/7721.jpg	Diospyros virginiana
7723	dataset/cropped/Diospyros virginiana/7722.jpg	Diospyros virginiana
7724	dataset/cropped/Diospyros virginiana/7723.jpg	Diospyros virginiana
7725	dataset/cropped/Diospyros virginiana/7724.jpg	Diospyros virginiana
7726	dataset/cropped/Diospyros virginiana/7725.jpg	Diospyros virginiana
7727	dataset/cropped/Diospyros virginiana/7726.jpg	Diospyros virginiana
7728	dataset/cropped/Diospyros virginiana/7727.jpg	Diospyros virginiana
7729	dataset/cropped/Diospyros virginiana/7728.jpg	Diospyros virginiana
7730	dataset/cropped/Diospyros virginiana/7729.jpg	Diospyros virginiana
7731	dataset/cropped/Diospyros virginiana/7730.jpg	Diospyros virginiana
7732	dataset/cropped/Diospyros virginiana/7731.jpg	Diospyros virginiana
7733	dataset/cropped/Diospyros virginiana/7732.jpg	Diospyros virginiana
7734	dataset/cropped/Diospyros virginiana/7733.jpg	Diospyros virginiana
7735	dataset/cropped/Diospyros virginiana/7734.jpg	Diospyros virginiana
7736	dataset/cropped/Diospyros virginiana/7735.jpg	Diospyros virginiana
7737	dataset/cropped/Diospyros virginiana/7736.jpg	Diospyros virginiana
7738	dataset/cropped/Diospyros virginiana/7737.jpg	Diospyros virginiana
7739	dataset/cropped/Diospyros virginiana/7738.jpg	Diospyros virginiana
7740	dataset/cropped/Diospyros virginiana/7739.jpg	Diospyros virginiana
7741	dataset/cropped/Diospyros virginiana/7740.jpg	Diospyros virginiana
7742	dataset/cropped/Diospyros virginiana/7741.jpg	Diospyros virginiana
7743	dataset/cropped/Diospyros virginiana/7742.jpg	Diospyros virginiana
7744	dataset/cropped/Diospyros virginiana/7743.jpg	Diospyros virginiana
7745	dataset/cropped/Diospyros virginiana/7744.jpg	Diospyros virginiana
7746	dataset/cropped/Diospyros virginiana/7745.jpg	Diospyros virginiana
7747	dataset/cropped/Diospyros virginiana/7746.jpg	Diospyros virginiana
7748	dataset/cropped/Diospyros virginiana/7747.jpg	Diospyros virginiana
7749	dataset/cropped/Diospyros virginiana/7748.jpg	Diospyros virginiana
7750	dataset/cropped/Diospyros virginiana/7749.jpg	Diospyros virginiana
7751	dataset/cropped/Diospyros virginiana/7750.jpg	Diospyros virginiana
7752	dataset/cropped/Diospyros virginiana/7751.jpg	Diospyros virginiana
7753	dataset/cropped/Diospyros virginiana/7752.jpg	Diospyros virginiana
7754	dataset/cropped/Diospyros virginiana/7753.jpg	Diospyros virginiana
7755	dataset/cropped/Diospyros virginiana/7754.jpg	Diospyros virginiana
7756	dataset/cropped/Diospyros virginiana/7755.jpg	Diospyros virginiana
7757	dataset/cropped/Diospyros virginiana/7756.jpg	Diospyros virginiana
7758	dataset/cropped/Diospyros virginiana/7757.jpg	Diospyros virginiana
7759	dataset/cropped/Diospyros virginiana/7758.jpg	Diospyros virginiana
7760	dataset/cropped/Diospyros virginiana/7759.jpg	Diospyros virginiana
7761	dataset/cropped/Diospyros virginiana/7760.jpg	Diospyros virginiana
7762	dataset/cropped/Diospyros virginiana/7761.jpg	Diospyros virginiana
7763	dataset/cropped/Diospyros virginiana/7762.jpg	Diospyros virginiana
7764	dataset/cropped/Diospyros virginiana/7763.jpg	Diospyros virginiana
7765	dataset/cropped/Diospyros virginiana/7764.jpg	Diospyros virginiana
7766	dataset/cropped/Diospyros virginiana/7765.jpg	Diospyros virginiana
7767	dataset/cropped/Diospyros virginiana/7766.jpg	Diospyros virginiana
7768	dataset/cropped/Diospyros virginiana/7767.jpg	Diospyros virginiana
7769	dataset/cropped/Diospyros virginiana/7768.jpg	Diospyros virginiana
7770	dataset/cropped/Diospyros virginiana/7769.jpg	Diospyros virginiana
7771	dataset/cropped/Diospyros virginiana/7770.jpg	Diospyros virginiana
7772	dataset/cropped/Diospyros virginiana/7771.jpg	Diospyros virginiana
7773	dataset/cropped/Diospyros virginiana/7772.jpg	Diospyros virginiana
7774	dataset/cropped/Diospyros virginiana/7773.jpg	Diospyros virginiana
7775	dataset/cropped/Diospyros virginiana/7774.jpg	Diospyros virginiana
7776	dataset/cropped/Diospyros virginiana/7775.jpg	Diospyros virginiana
7777	dataset/cropped/Diospyros virginiana/7776.jpg	Diospyros virginiana
7778	dataset/cropped/Diospyros virginiana/7777.jpg	Diospyros virginiana
7779	dataset/cropped/Diospyros virginiana/7778.jpg	Diospyros virginiana
7780	dataset/cropped/Diospyros virginiana/7779.jpg	Diospyros virginiana
7781	dataset/cropped/Diospyros virginiana/7780.jpg	Diospyros virginiana
7782	dataset/cropped/Diospyros virginiana/7781.jpg	Diospyros virginiana
7783	dataset/cropped/Diospyros virginiana/7782.jpg	Diospyros virginiana
7784	dataset/cropped/Diospyros virginiana/7783.jpg	Diospyros virginiana
7785	dataset/cropped/Diospyros virginiana/7784.jpg	Diospyros virginiana
7786	dataset/cropped/Diospyros virginiana/7785.jpg	Diospyros virginiana
7787	dataset/cropped/Diospyros virginiana/7786.jpg	Diospyros virginiana
7788	dataset/cropped/Diospyros virginiana/7787.jpg	Diospyros virginiana
7789	dataset/cropped/Diospyros virginiana/7788.jpg	Diospyros virginiana
7790	dataset/cropped/Diospyros virginiana/7789.jpg	Diospyros virginiana
7791	dataset/cropped/Diospyros virginiana/7790.jpg	Diospyros virginiana
7792	dataset/cropped/Diospyros virginiana/7791.jpg	Diospyros virginiana
7793	dataset/cropped/Diospyros virginiana/7792.jpg	Diospyros virginiana
7794	dataset/cropped/Diospyros virginiana/7793.jpg	Diospyros virginiana
7795	dataset/cropped/Diospyros virginiana/7794.jpg	Diospyros virginiana
7796	dataset/cropped/Diospyros virginiana/7795.jpg	Diospyros virginiana
7797	dataset/cropped/Diospyros virginiana/7796.jpg	Diospyros virginiana
7798	dataset/cropped/Diospyros virginiana/7797.jpg	Diospyros virginiana
7799	dataset/cropped/Diospyros virginiana/7798.jpg	Diospyros virginiana
7800	dataset/cropped/Diospyros virginiana/7799.jpg	Diospyros virginiana
7801	dataset/cropped/Diospyros virginiana/7800.jpg	Diospyros virginiana
7802	dataset/cropped/Diospyros virginiana/7801.jpg	Diospyros virginiana
7803	dataset/cropped/Diospyros virginiana/7802.jpg	Diospyros virginiana
7804	dataset/cropped/Diospyros virginiana/7803.jpg	Diospyros virginiana
7805	dataset/cropped/Diospyros virginiana/7804.jpg	Diospyros virginiana
